id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	rank	B-cells|B-cells	B-cells|CAF	B-cells|Endothelial cells	B-cells|Macrophages	B-cells|NK	B-cells|T-cells	CAF|B-cells	CAF|CAF	CAF|Endothelial cells	CAF|Macrophages	CAF|NK	CAF|T-cells	Endothelial cells|B-cells	Endothelial cells|CAF	Endothelial cells|Endothelial cells	Endothelial cells|Macrophages	Endothelial cells|NK	Endothelial cells|T-cells	Macrophages|B-cells	Macrophages|CAF	Macrophages|Endothelial cells	Macrophages|Macrophages	Macrophages|NK	Macrophages|T-cells	NK|B-cells	NK|CAF	NK|Endothelial cells	NK|Macrophages	NK|NK	NK|T-cells	T-cells|B-cells	T-cells|CAF	T-cells|Endothelial cells	T-cells|Macrophages	T-cells|NK	T-cells|T-cells
CPI-SC069F95780	COL8A2_a1b1 complex	simple:P25067	complex:a1b1 complex	COL8A2		True	False	False	curated	True	1.639																																				
CPI-SC05B6D413B	COL9A1_a1b1 complex	simple:P20849	complex:a1b1 complex	COL9A1		True	False	False	curated	True	1.639																																				
CPI-SC0A8E69BC5	COL11A2_a1b1 complex	simple:P13942	complex:a1b1 complex	COL11A2		True	False	False	curated	True	1.639																																				
CPI-CS0924060DB	ACVR_1C2A receptor_INHBA	complex:ACVR_1C2A receptor	simple:P08476		INHBA	True	True	False	curated	False	1.639																																				
CPI-CS0B79F5D68	ACVR_1C2B receptor_INHBA	complex:ACVR_1C2B receptor	simple:P08476		INHBA	True	True	False	curated	False	1.639																																				
CPI-SC0F778DC8E	COL9A3_a1b1 complex	simple:Q14050	complex:a1b1 complex	COL9A3		True	False	False	curated	True	1.639																																				
CPI-CS007ADC2D1	ACVR_1C2A receptor_INHBB	complex:ACVR_1C2A receptor	simple:P09529		INHBB	True	True	False	curated	False	1.639																																				
CPI-CS05EAF93CC	BMPR1A_BMPR2_BMP7	complex:BMPR1A_BMPR2	simple:P18075		BMP7	True	True	False	curated	False	1.639																																				
CPI-CS0157F2E34	ACVL1_BMPR2_GDF2	complex:ACVL1_BMPR2	simple:Q9UK05		GDF2	True	True	False	curated	False	1.639																																				
CPI-SC08226CD3B	COL9A2_a2b1 complex	simple:Q14055	complex:a2b1 complex	COL9A2		True	False	False	curated	True	1.639																																				
CPI-SC03C093767	COL10A1_a2b1 complex	simple:Q03692	complex:a2b1 complex	COL10A1		True	False	False	curated	True	1.639																																				
CPI-SC0EB600CAC	COL24A1_a2b1 complex	simple:Q17RW2	complex:a2b1 complex	COL24A1		True	False	False	curated	True	1.639																																				
CPI-SC083EDDA21	COL28A1_a2b1 complex	simple:Q2UY09	complex:a2b1 complex	COL28A1		True	False	False	curated	True	1.639																																				
CPI-SC0AD6D8724	COL26A1_a2b1 complex	simple:Q96A83	complex:a2b1 complex	COL26A1		True	False	False	curated	True	1.639																																				
CPI-SC040C26CBD	COL21A1_a2b1 complex	simple:Q96P44	complex:a2b1 complex	COL21A1		True	False	False	curated	True	1.639																																				
CPI-SC00064A9CE	COL20A1_a2b1 complex	simple:Q9P218	complex:a2b1 complex	COL20A1		True	False	False	curated	True	1.639																																				
CPI-SC0EC380922	F2_aVb3 complex	simple:P00734	complex:aVb3 complex	F2		True	False	False	curated	True	1.639																																				
CPI-SC0530C27A8	VTN_aVb3 complex	simple:P04004	complex:aVb3 complex	VTN		True	False	False	curated	True	1.639																																				
CPI-SC06525B099	L1CAM_aVb3 complex	simple:P32004	complex:aVb3 complex	L1CAM		False	False	False	curated	True	1.639																																				
CPI-SC04B354AE3	COL8A2_a2b1 complex	simple:P25067	complex:a2b1 complex	COL8A2		True	False	False	curated	True	1.639																																				
CPI-CS0288D901D	ACVR_1A2B receptor_BMP7	complex:ACVR_1A2B receptor	simple:P18075		BMP7	True	True	False	curated	False	1.639																																				
CPI-SC098B43B5A	MADCAM1_a4b7 complex	simple:Q13477	complex:a4b7 complex	MADCAM1		False	False	False	curated	True	1.639																																				
CPI-SC067AD890A	VTN_aVb1 complex	simple:P04004	complex:aVb1 complex	VTN		True	False	False	curated	True	1.639																																				
CPI-SC08F797F90	COL9A1_a2b1 complex	simple:P20849	complex:a2b1 complex	COL9A1		True	False	False	curated	True	1.639																																				
CPI-SC0E4E54E13	COL11A2_a2b1 complex	simple:P13942	complex:a2b1 complex	COL11A2		True	False	False	curated	True	1.639																																				
CPI-SC04AED00CE	TNC_aVb6 complex	simple:P24821	complex:aVb6 complex	TNC		True	False	False	curated	True	1.639																																				
CPI-SC0E60FEE99	TGFB1_aVb6 complex	simple:P01137	complex:aVb6 complex	TGFB1		True	False	False	curated	True	1.639																																				
CPI-SC019DBDA78	VCAM1_aDb2 complex	simple:P19320	complex:aDb2 complex	VCAM1		False	False	False	curated	True	1.639																																				
CPI-SC0E8575642	ICAM3_aDb2 complex	simple:P32942	complex:aDb2 complex	ICAM3		False	False	False	curated	True	1.639																																				
CPI-SC036D78A43	COL2A1_a2b1 complex	simple:P02458	complex:a2b1 complex	COL2A1		True	False	False	curated	True	1.639																																				
CPI-CS0A97B38B6	ACVL1_BMPR2_BMP10	complex:ACVL1_BMPR2	simple:O95393		BMP10	True	True	False	curated	False	1.639																																				
CPI-SC0606C6896	COL6A5_a2b1 complex	simple:A8TX70	complex:a2b1 complex	COL6A5		True	False	False	curated	True	1.639																																				
CPI-SC05D87F723	COL6A6_a2b1 complex	simple:A6NMZ7	complex:a2b1 complex	COL6A6		True	False	False	curated	True	1.639																																				
CPI-SC0592EC3D0	L1CAM_a5b1 complex	simple:P32004	complex:a5b1 complex	L1CAM		False	False	False	curated	True	1.639																																				
CPI-CS0A5400A6A	ACVR_1C2B receptor_INHBB	complex:ACVR_1C2B receptor	simple:P09529		INHBB	True	True	False	curated	False	1.639																																				
CPI-CS09CECD20D	BMPR1A_BMPR2_GDF5	complex:BMPR1A_BMPR2	simple:P43026		GDF5	True	True	False	curated	False	1.639																																				
CPI-CS0700FDD27	BMPR1B_BMPR2_GDF5	complex:BMPR1B_BMPR2	simple:P43026		GDF5	True	True	False	curated	False	1.639																																				
CPI-CS0AED3F8E8	ACVR_1B2B receptor_MSTN	complex:ACVR_1B2B receptor	simple:O14793		MSTN	True	True	False	curated	False	1.639																																				
CPI-CS04F78ACD6	ACVR_1B2A receptor_GDF11	complex:ACVR_1B2A receptor	simple:O95390		GDF11	True	True	False	curated	False	1.639																																				
CPI-SC0DF986F22	COL10A1_a11b1 complex	simple:Q03692	complex:a11b1 complex	COL10A1		True	False	False	curated	True	1.639																																				
CPI-CS0384572FE	ACVR_1B2B receptor_GDF11	complex:ACVR_1B2B receptor	simple:O95390		GDF11	True	True	False	curated	False	1.639																																				
CPI-CS0E7C1314F	ACVR_1B2B receptor_GDF1	complex:ACVR_1B2B receptor	simple:P27539		GDF1	True	True	False	curated	False	1.639																																				
CPI-CS06C0EEFCB	ACVR_1B2B receptor_GDF10	complex:ACVR_1B2B receptor	simple:P55107		GDF10	True	True	False	curated	False	1.639																																				
CPI-CS0B2F2EF5D	ACVR_1B2B receptor_GDF3	complex:ACVR_1B2B receptor	simple:Q9NR23		GDF3	True	True	False	curated	False	1.639																																				
CPI-CS0B0B35928	CNTF-1R_CNTF	complex:CNTF-1R	simple:P26441		CNTF	True	True	False	curated	False	1.639																																				
CPI-CS0EB5F7B6F	CNTF-1R_CLCF1	complex:CNTF-1R	simple:Q9UBD9		CLCF1	True	True	False	curated	False	1.639																																				
CPI-SC061137A41	COL4A6_a2b1 complex	simple:Q14031	complex:a2b1 complex	COL4A6		True	False	False	curated	True	1.639																																				
CPI-SC08AF9CA91	COL8A2_a11b1 complex	simple:P25067	complex:a11b1 complex	COL8A2		True	False	False	curated	True	1.639																																				
CPI-SC0B066E03C	COL4A6_a11b1 complex	simple:Q14031	complex:a11b1 complex	COL4A6		True	False	False	curated	True	1.639																																				
CPI-CS0C9EE65C2	FcRn complex_ALB	complex:FcRn complex	simple:P02768		ALB	True	True	False	curated	False	1.639																																				
CPI-SC0CA323AE3	COL11A2_a11b1 complex	simple:P13942	complex:a11b1 complex	COL11A2		True	False	False	curated	True	1.639																																				
CPI-CS0210859AB	GMCSFR_CSF2	complex:GMCSFR	simple:P04141		CSF2	True	True	False	curated	False	1.639																																				
CPI-CS02E5ABC5D	Glycoprotein Ib  complex_F2	complex:Glycoprotein Ib  complex	simple:P00734		F2	True	True	False	curated	False	1.639																																				
CPI-SC09AF1889C	IFNA8_Type I IFNR	simple:P32881	complex:Type I IFNR	IFNA8		True	False	True	curated	False	1.639																																				
CPI-SC0859FAC25	IFNE_Type I IFNR	simple:Q86WN2	complex:Type I IFNR	IFNE		True	False	True	curated	False	1.639																																				
CPI-SC064937925	IFNA1_Type I IFNR	simple:P01562	complex:Type I IFNR	IFNA1		True	False	True	curated	False	1.639																																				
CPI-SC0B4211EFF	IFNA2_Type I IFNR	simple:P01563	complex:Type I IFNR	IFNA2		True	False	True	curated	False	1.639																																				
CPI-SC077EB8064	IFNA10_Type I IFNR	simple:P01566	complex:Type I IFNR	IFNA10		True	False	True	curated	False	1.639																																				
CPI-SC0B6162857	IFNA7_Type I IFNR	simple:P01567	complex:Type I IFNR	IFNA7		True	False	True	curated	False	1.639																																				
CPI-SC0A8A78670	IFNA21_Type I IFNR	simple:P01568	complex:Type I IFNR	IFNA21		True	False	True	curated	False	1.639																																				
CPI-SC09458C6C0	IFNA5_Type I IFNR	simple:P01569	complex:Type I IFNR	IFNA5		True	False	True	curated	False	1.639																																				
CPI-SC0CBC30AB7	COL9A1_a11b1 complex	simple:P20849	complex:a11b1 complex	COL9A1		True	False	False	curated	True	1.639																																				
CPI-SC0B4BD965C	COL9A3_a11b1 complex	simple:Q14050	complex:a11b1 complex	COL9A3		True	False	False	curated	True	1.639																																				
CPI-SC0247E9ADB	COL9A2_a11b1 complex	simple:Q14055	complex:a11b1 complex	COL9A2		True	False	False	curated	True	1.639																																				
CPI-CS09F35DDEB	ACVR_1B2A receptor_MSTN	complex:ACVR_1B2A receptor	simple:O14793		MSTN	True	True	False	curated	False	1.639																																				
CPI-CS0DAA66443	BMR1A_ACR2A_GDF5	complex:BMR1A_ACR2A	simple:P43026		GDF5	True	True	False	curated	False	1.639																																				
CPI-CS036BF2AC7	BMR1A_AVR2B_GDF5	complex:BMR1A_AVR2B	simple:P43026		GDF5	True	True	False	curated	False	1.639																																				
CPI-CS069E2161D	BMR1B_AVR2A_GDF5	complex:BMR1B_AVR2A	simple:P43026		GDF5	True	True	False	curated	False	1.639																																				
CPI-CS089A36491	BMR1B_AVR2B_GDF5	complex:BMR1B_AVR2B	simple:P43026		GDF5	True	True	False	curated	False	1.639																																				
CPI-CS0B9A4CA4D	BMPR1A_BMPR2_GDF6	complex:BMPR1A_BMPR2	simple:Q6KF10		GDF6	True	True	False	curated	False	1.639																																				
CPI-CS0C623F17A	BMPR1B_BMPR2_GDF6	complex:BMPR1B_BMPR2	simple:Q6KF10		GDF6	True	True	False	curated	False	1.639																																				
CPI-CS04C402DFB	BMR1A_ACR2A_GDF6	complex:BMR1A_ACR2A	simple:Q6KF10		GDF6	True	True	False	curated	False	1.639																																				
CPI-SC016235D3A	COL2A1_a1b1 complex	simple:P02458	complex:a1b1 complex	COL2A1		True	False	False	curated	True	1.639																																				
CPI-CS0546460D1	BMR1A_AVR2B_GDF6	complex:BMR1A_AVR2B	simple:Q6KF10		GDF6	True	True	False	curated	False	1.639																																				
CPI-CS0D9226707	BMR1B_AVR2A_GDF6	complex:BMR1B_AVR2A	simple:Q6KF10		GDF6	True	True	False	curated	False	1.639																																				
CPI-CS027F8BD7E	BMR1B_AVR2B_GDF6	complex:BMR1B_AVR2B	simple:Q6KF10		GDF6	True	True	False	curated	False	1.639																																				
CPI-CS0CFA0E4C5	BMPR1A_BMPR2_GDF7	complex:BMPR1A_BMPR2	simple:Q7Z4P5		GDF7	True	True	False	curated	False	1.639																																				
CPI-SC089D4762F	COL6A5_a1b1 complex	simple:A8TX70	complex:a1b1 complex	COL6A5		True	False	False	curated	True	1.639																																				
CPI-SC0B808E56A	COL6A6_a1b1 complex	simple:A6NMZ7	complex:a1b1 complex	COL6A6		True	False	False	curated	True	1.639																																				
CPI-CS027D7A724	BMPR1B_BMPR2_GDF7	complex:BMPR1B_BMPR2	simple:Q7Z4P5		GDF7	True	True	False	curated	False	1.639																																				
CPI-SC051B1E9C4	COL20A1_a11b1 complex	simple:Q9P218	complex:a11b1 complex	COL20A1		True	False	False	curated	True	1.639																																				
CPI-CS05789C9A0	BMR1A_ACR2A_GDF7	complex:BMR1A_ACR2A	simple:Q7Z4P5		GDF7	True	True	False	curated	False	1.639																																				
CPI-CS0E5078EDE	BMR1A_AVR2B_GDF7	complex:BMR1A_AVR2B	simple:Q7Z4P5		GDF7	True	True	False	curated	False	1.639																																				
CPI-SC037C3901A	COL21A1_a11b1 complex	simple:Q96P44	complex:a11b1 complex	COL21A1		True	False	False	curated	True	1.639																																				
CPI-SC041215790	COL26A1_a11b1 complex	simple:Q96A83	complex:a11b1 complex	COL26A1		True	False	False	curated	True	1.639																																				
CPI-CS0BDA0D08C	BMR1B_AVR2A_GDF7	complex:BMR1B_AVR2A	simple:Q7Z4P5		GDF7	True	True	False	curated	False	1.639																																				
CPI-CS055E15573	BMR1B_AVR2B_GDF7	complex:BMR1B_AVR2B	simple:Q7Z4P5		GDF7	True	True	False	curated	False	1.639																																				
CPI-CS0A8F7D89F	BMPR1B_BMPR2_BMP15	complex:BMPR1B_BMPR2	simple:O95972		BMP15	True	True	False	curated	False	1.639																																				
CPI-SC069F9E62C	COL28A1_a11b1 complex	simple:Q2UY09	complex:a11b1 complex	COL28A1		True	False	False	curated	True	1.639																																				
CPI-SC06ACCFA52	COL24A1_a11b1 complex	simple:Q17RW2	complex:a11b1 complex	COL24A1		True	False	False	curated	True	1.639																																				
CPI-SC0CF621D48	COL2A1_a11b1 complex	simple:P02458	complex:a11b1 complex	COL2A1		True	False	False	curated	True	1.639																																				
CPI-CS0EC80CA59	ACVR_1A2A receptor_BMP5	complex:ACVR_1A2A receptor	simple:P22003		BMP5	True	True	False	curated	False	1.639																																				
CPI-SS0A7B487D4	KLRG2_WNT11	simple:A4D1S0	simple:O96014	KLRG2	WNT11	True	True	False	InnateDB-All	False	1.639																																				
CPI-SS0327E1782	IGFL3_IGFLR1	simple:Q6UXB1	simple:Q9H665	IGFL3	IGFLR1	True	False	True	IMEx,InnateDB-All,UniProt	False	1.639																																				
CPI-SS00D9A2FD0	IAPP_CALCR	simple:P10997	simple:P30988	IAPP	CALCR	True	False	True	guidetopharmacology.org	False	1.639																																				
CPI-SS015B2F961	CALCA_CALCR	simple:P01258	simple:P30988	CALCA	CALCR	True	False	True	guidetopharmacology.org	False	1.639																																				
CPI-SS0F531DDEB	CALCA_CALCR	simple:P06881	simple:P30988	CALCA	CALCR	True	False	True	guidetopharmacology.org	False	1.639																																				
CPI-SS07CF0C6E7	CALCB_CALCR	simple:P10092	simple:P30988	CALCB	CALCR	True	False	True	guidetopharmacology.org	False	1.639																																				
CPI-SS039863E62	CCL25_CCR9	simple:O15444	simple:P51686	CCL25	CCR9	True	False	True	curated	False	1.639																																				
CPI-SS07835EECF	VIP_AVPR1A	simple:P01282	simple:P37288	VIP	AVPR1A	True	False	True	IMEx,IntAct	False	1.639																																				
CPI-SS00399ED03	AVP_AVPR1A	simple:P01185	simple:P37288	AVP	AVPR1A	True	False	True	I2D,IMEx,IntAct	False	1.639																																				
CPI-SS0C8A09915	VIP_VIPR1	simple:P01282	simple:P32241	VIP	VIPR1	True	False	True	guidetopharmacology.org	False	1.639																																				
CPI-SS062DED513	ADCYAP1_VIPR1	simple:P18509	simple:P32241	ADCYAP1	VIPR1	True	False	True	I2D	False	1.639																																				
CPI-SS003AFD9BA	GHRH_VIPR1	simple:P01286	simple:P32241	GHRH	VIPR1	True	False	True	guidetopharmacology.org	False	1.639																																				
CPI-SS05B60E59C	VIP_VIPR2	simple:P01282	simple:P41587	VIP	VIPR2	True	False	True	I2D	False	1.639																																				
CPI-SS056993231	GCG_GCGR	simple:P01275	simple:P47871	GCG	GCGR	True	False	True	I2D	False	1.639																																				
CPI-SS02CCE14A7	ADCYAP1_VIPR2	simple:P18509	simple:P41587	ADCYAP1	VIPR2	True	False	True	I2D	False	1.639																																				
CPI-SS0C2000B56	PPY_NPY5R	simple:P01298	simple:Q15761	PPY	NPY5R	True	False	True	guidetopharmacology.org	False	1.639																																				
CPI-SS0A9F17199	PYY_NPY1R	simple:P10082	simple:P25929	PYY	NPY1R	True	False	True	guidetopharmacology.org	False	1.639																																				
CPI-SS0FEF2FF5D	PYY_NPY2R	simple:P10082	simple:P49146	PYY	NPY2R	True	False	True	guidetopharmacology.org	False	1.639																																				
CPI-SS023D39112	NPPB_NPR3	simple:P16860	simple:P17342	NPPB	NPR3	True	False	True	I2D,InnateDB-All	False	1.639																																				
CPI-SS04A7BCE8D	NPPA_NPR3	simple:P01160	simple:P17342	NPPA	NPR3	True	False	True	I2D,InnateDB-All	False	1.639																																				
CPI-SS0779676D0	NPPB_NPR2	simple:P16860	simple:P20594	NPPB	NPR2	True	False	True	I2D,InnateDB-All	False	1.639																																				
CPI-SS0230EE330	NPPA_NPR2	simple:P01160	simple:P20594	NPPA	NPR2	True	False	True	I2D,InnateDB-All	False	1.639																																				
CPI-SS0098B5107	ADCYAP1_SCTR	simple:P18509	simple:P47872	ADCYAP1	SCTR	True	False	True	I2D,InnateDB-All	False	1.639																																				
CPI-SS0133239EA	ADCYAP1_ADCYAP1R1	simple:P18509	simple:P41586	ADCYAP1	ADCYAP1R1	True	False	True	I2D,IMEx	False	1.639																																				
CPI-SS0984C2931	WNT3A_LRP1	simple:P56704	simple:Q07954	WNT3A	LRP1	True	False	True	I2D	False	1.639																																				
CPI-SS0D3C90DDA	WISP3_SORL1	simple:O95389	simple:Q92673	WISP3	SORL1	True	False	True	InnateDB-All	False	1.639																																				
CPI-SS0445D021B	PYY_NPY5R	simple:P10082	simple:Q15761	PYY	NPY5R	True	False	True	I2D	False	1.639																																				
CPI-SS0014DB67C	CER1_MRC2	simple:O95813	simple:Q9UBG0	CER1	MRC2	True	False	True	InnateDB-All	False	1.639																																				
CPI-SS0C491A3C1	PPBP_CXCR2	simple:P02775	simple:P25025	PPBP	CXCR2	True	False	True	curated	False	1.639																																				
CPI-SS07AB1C381	PPBP_CXCR1	simple:P02775	simple:P25024	PPBP	CXCR1	True	False	True	curated	False	1.639																																				
CPI-SS0A34EE366	NOTCH1_DLK1	simple:P46531	simple:P80370	NOTCH1	DLK1	False	True	False	curated	False	1.639																																				
